projectRcn;projectID;projectAcronym;role;id;name;shortName;activityType;endOfParticipation;ecContribution;country;street;city;postCode;organizationUrl;vatNumber;contactForm;contactType;contactTitle;contactFirstNames;contactLastNames;contactFunction;contactTelephoneNumber;contactFaxNumber
221493;820323;Time Machine;participant;999985708;UNIVERSITEIT VAN AMSTERDAM;UvA;HES;false;83203,13;NL;SPUI 21;AMSTERDAM;1012WX;www.uva.nl;NL003240782B01;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999985708&projectId=820323&programId=31045243;;;;;;;
221493;820323;Time Machine;participant;999897729;TECHNISCHE UNIVERSITAET DRESDEN;TUD;HES;false;44101,38;DE;HELMHOLTZSTRASSE 10;DRESDEN;1069;http://www.tu-dresden.de/;DE188369991;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999897729&projectId=820323&programId=31045243;;;;;;;
220067;828774;NOVIRUSES2BRAIN;participant;999867077;UNIVERSIDAD POMPEU FABRA;UPF;HES;false;1272840,63;ES;PLACA DE LA MERCE, 10-12;BARCELONA;8002;www.upf.edu;ESQ5850017D;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999867077&projectId=828774&programId=31045243;;;;;;;
220067;828774;NOVIRUSES2BRAIN;participant;999545231;SYNOVO GMBH;Synovo;PRC;false;548000;DE;Paul Ehrlich Str  15;TUEBINGEN;72076;www.synovo.com;DE230298154;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999545231&projectId=828774&programId=31045243;;;;;;;
220067;828774;NOVIRUSES2BRAIN;coordinator;999813339;INSTITUTO DE MEDICINA MOLECULAR JOAO LOBO ANTUNES;IMM;REC;false;2113125;PT;AVENIDA PROF EGAS MONIZ;LISBOA;1649 028;www.imm.ul.pt;PT506134466;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999813339&projectId=828774&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999547074;INSTITUT NATIONAL DE RECHERCHE ENINFORMATIQUE ET AUTOMATIQUE;INRIA;REC;false;312500;FR;DOMAINE DE VOLUCEAU ROCQUENCOURT;LE CHESNAY CEDEX;78153;www.inria.fr;FR45180089047;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999547074&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;996613600;NEXTWORKS;NXW;PRC;false;397500;IT;VIA LIVORNESE 1027;PISA;56122;www.nextworks.it;IT01628570507;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=996613600&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999584128;AIT AUSTRIAN INSTITUTE OF TECHNOLOGY GMBH;AIT;REC;false;705472,5;AT;GIEFINGGASSE 4;WIEN;1210;http://www.ait.ac.at/;ATU14703506;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999584128&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999908981;ORANGE SA;ORA;PRC;false;263750;FR;RUE OLIVIER DE SERRES 78;PARIS;75015;www.francetelecom.com;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999908981&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;coordinator;999619436;FUNDACIO INSTITUT DE CIENCIES FOTONIQUES;ICFO;REC;false;1158320;ES;AVINGUDA CARL FRIEDRICH GAUSS 3;Castelldefels;8860;www.icfo.eu;ESG62819537;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999619436&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;910514072;QUSIDE TECHNOLOGIES SL;QS;PRC;false;269376,25;ES;AVENIDA CARL FRIEDRICH GAUSS 3 OFICINA 326;CASTELLDEFELS;8860;;ESB67074849;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=910514072&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999984059;FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.;Fraunhofer;REC;false;781250;DE;HANSASTRASSE 27C;MUNCHEN;80686;www.fraunhofer.de;DE129515865;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999984059&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;996543275;HUAWEI TECHNOLOGIES DUESSELDORF GMBH;HUA;PRC;false;450000;DE;HANSAALLEE 205;DUSSELDORF;40549;;DE254327327;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=996543275&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;949158387;VLC PHOTONICS SOCIEDAD LIMITADA;VLC;PRC;false;324437,5;ES;CAMINO DE VERA SN EDIFICIO 9B UNIVERSIDAD POLITECNICA DE VALENCIA;VALENCIA;46022;;ESB98366859;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=949158387&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;953414165;CORIANT R&D GMBH;COR G;PRC;false;280107,5;DE;ST MARTIN STRASSE 76;MUNCHEN;81541;;DE281981556;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=953414165&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;955550493;TELEKOM DEUTSCHLAND GMBH;DT;PRC;false;401400;DE;LANDGRABENWEG 151;BONN;53227;;DE122265872;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=955550493&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999978336;UNIVERSITY OF YORK;UoY;HES;false;341182,5;UK;HESLINGTON;YORK NORTH YORKSHIRE;YO10 5DD;http://www.york.ac.uk;GB647205541;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999978336&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999849326;INSTITUT MINES-TELECOM;IMT;HES;false;535298,75;FR;19 PLACE MARGUERITE PEREY;PALAISEAU;91120;www.institut-telecom.fr;FR55180092025;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999849326&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999910824;TELEFONICA INVESTIGACION Y DESARROLLO SA;TID;PRC;false;535957,5;ES;RONDA DE LA COMUNICACION S/N DISTRITO C EDIFICIO OESTE I;MADRID;28050;http://www.tid.es;ESA78423480;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999910824&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;990560024;MELLANOX TECHNOLOGIES LTD - MLNX;MLNX;PRC;false;438575;IL;YOKNEAM ILIT INDUSTRIAL ZONE - HERMON BUILDING;YOKNEAM;20692;www.mellanox.com;IL512763285;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=990560024&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999990655;DANMARKS TEKNISKE UNIVERSITET;DTU;HES;false;608260;DK;ANKER ENGELUNDSVEJ 1 BYGNING 101 A;KGS LYNGBY;2800;www.dtu.dk;DK30060946;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999990655&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999649506;UNIVERZITA PALACKEHO V OLOMOUCI;UP;HES;false;323400;CZ;KRIZKOVSKEHO  8;OLOMOUC;771 47;www.upol.cz;CZ61989592;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999649506&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;996377696;NOKIA BELL LABS FRANCE;NOK-FR;PRC;false;420248,75;FR;SITE NOKIA PARIS SACLAY, ROUTE DE VILLEJUST;NOZAY;91620;http://www.ict-etics.eu/;FR19487631095;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=996377696&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999990267;MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV;MPG;REC;false;521407,5;DE;HOFGARTENSTRASSE 8;MUENCHEN;80539;;DE129517720;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999990267&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS;CNRS;REC;false;423437,5;FR;RUE MICHEL ANGE 3;PARIS;75794;www.cnrs.fr;FR40180089013;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999997930&projectId=820466&programId=31045243;;;;;;;
218554;820466;CiViQ;participant;999974844;UNIVERSIDAD POLITECNICA DE MADRID;UPM;HES;false;482125;ES;CALLE RAMIRO DE MAEZTU 7 EDIFICIO RECTORADO;MADRID;28040;www.upm.es;ESQ2818015F;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999974844&projectId=820466&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999844864;UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA;UNITOV;HES;false;52555;IT;VIA CRACOVIA 50;ROMA;133;www.uniroma2.it;IT02133971008;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999844864&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999838074;UNIVERSITA DEGLI STUDI DI VERONA;UNIVR;HES;false;72625;IT;VIA DELL ARTIGLIERE 8;VERONA;37129;www.univr.it;IT01541040232;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999838074&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999572294;UNIWERSYTET WARSZAWSKI;UNIWARSAW;HES;false;25750;PL;KRAKOWSKIE PRZEDMIESCIE 26/28;WARSZAWA;00 927;www.uw.edu.pl;PL5250011266;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999572294&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;997622788;INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT;ICMPD;REC;false;147123;AT;GONZAGAGASSE 1 5TH FLOOR;WIEN;1010;www.icmpd.org;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=997622788&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999902870;UNIVERSITEIT ANTWERPEN;UANTWERP;HES;false;106000;BE;PRINSSTRAAT 13;ANTWERPEN;2000;www.ua.ac.be;BE0257216482;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999902870&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;986958026;INSTITUTO DE GEOGRAFIA E ORDENAMENTO DO TERRITORIO DA UNIVERSIDADE DELISBOA;IGOT UL;HES;false;40645;PT;EDIFICIO IGOT RUA BRANCA EDMEE MARQUES;LISBOA;1600 276;www.igot.ul.pt;PT508955645;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=986958026&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999865428;UNIVERSITAT FUR WEITERBILDUNG KREMS;DUK;HES;false;140062,5;AT;DR KARL DORREK STRASSE 30;KREMS;3500;http://www.donau-uni.ac.at;ATU53616207;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999865428&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999518362;KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW;KNAW;OTH;false;49000;NL;KLOVENIERSBURGWAL 29 HET TRIPPENHUIS;AMSTERDAM;1011 JV;www.knaw.nl;NL002958697B01;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999518362&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;904435858;DEUTSCHES ZENTRUM FUR INTEGRATIONS- UND MIGRATIONSFORSCHUNG E.V.;DEZIM;REC;false;140391;DE;MAUERSTRASSE 76;BERLIN;10117;;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=904435858&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999902385;EUROPEAN UNIVERSITY INSTITUTE;EUI;HES;false;168000;IT;VIA DEI ROCCETTINI 9;FIESOLE;50014;www.eui.eu;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999902385&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;969060459;INTERNATIONAL ORGANIZATION FOR MIGRATION;IOM;PUB;false;129625;CH;ROUTE DES MORILLONS  17;GENEVE 19;1211;www.iom.int;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=969060459&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;954934446;FONDATION MIGRATION POLICY INSTITUTE EUROPE;MPI EUROPE;REC;false;176625;BE;RUE DE LA LOI 155;BRUXELLES;1040;;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=954934446&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999483539;INSTITUTT FOR FREDSFORSKNING;PRIO;REC;false;125125;NO;HAUSMANNS GATE 3;OSLO;186;www.prio.no;NO847353732MVA;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999483539&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;934433205;MIGRATION POLICY GROUP;MPG;REC;false;99625;BE;RUE BELLIARD 205 BTE 1;BRUXELLES;1040;;BE0545923225;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=934433205&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999984350;THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD;UOXF;HES;false;5741,5;UK;WELLINGTON SQUARE UNIVERSITY OFFICES;OXFORD;OX1 2JD;www.ox.ac.uk;GB125506730;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999984350&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;coordinator;999839335;ERASMUS UNIVERSITEIT ROTTERDAM;EUR;HES;false;465125;NL;BURGEMEESTER OUDLAAN  50;ROTTERDAM;3062 PA;www.eur.nl;NL804735529B02;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999839335&projectId=770121&programId=31045243;;;;;;;
212877;770121;CROSS-MIGRATION;participant;999997930;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS;CNRS;REC;false;55000;FR;RUE MICHEL ANGE 3;PARIS;75794;www.cnrs.fr;FR40180089013;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999997930&projectId=770121&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;997622788;INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT;ICMPD;REC;false;214512,5;AT;GONZAGAGASSE 1 5TH FLOOR;WIEN;1010;www.icmpd.org;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=997622788&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999994535;HELSINGIN YLIOPISTO;UHEL;HES;false;90250;FI;YLIOPISTONKATU 3;HELSINGIN YLIOPISTO;14;www.helsinki.fi;FI03134717;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999994535&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;954530344;STICHTING VU;VUA;HES;false;119598,75;NL;DE BOELELAAN 1105;AMSTERDAM;1081 HV;www.vu.nl;NL851029279B01;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=954530344&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999901512;KOC UNIVERSITY;KU;HES;false;89217,5;TR;RUMELI FENERI YOLU SARIYER;ISTANBUL;34450;www.ku.edu.tr;TR9240033265;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999901512&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;998076263;TARKI TARSADALOMKUTATASI INTEZET RT;TARKI;PRC;false;69393,75;HU;BUDAORSI UTCA 45;BUDAPEST;1112;www.tarki.hu;HU12385184;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998076263&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;997802238;Elliniko Idryma Evropaikis kai Exoterikis Politikis (HELLENIC FOUNDATION FOR EUROPEAN AND FOREIGN POLICY);ELIAMEP;REC;false;99408,75;EL;VASILISSIS SOFIAS AVENUE  49;ATHENS;106 76;www.eliamep.gr;EL090106859;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=997802238&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999852721;THE UNIVERSITY OF SUSSEX;UOS;HES;false;244162,5;UK;SUSSEX HOUSE FALMER;BRIGHTON;BN1 9RH;http://www.sussex.ac.uk;GB692712320;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999852721&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999878620;UNIVERSITE DU LUXEMBOURG;UNILU;HES;false;236988,75;LU;2 AVENUE DE L'UNIVERSITE;ESCH-SUR-ALZETTE;4365;http://wwwen.uni.lu;LU19805732;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999878620&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;coordinator;999877844;TECHNISCHE UNIVERSITAET CHEMNITZ;TUC;HES;false;246712,5;DE;STRASSE DER NATIONEN  62;CHEMNITZ;9111;http://www.tu-chemnitz.de;DE140857609;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999877844&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;998173069;NEW BULGARIAN UNIVERSITY;NBU;HES;false;35925;BG;ULICA MONTEVIDEO 21;SOFIA;1635;www.nbu.bg;BG2220033492;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998173069&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;949700617;EUROPEAN COUNCIL ON REFUGEES AND EXILES AISBL;ECRE;OTH;false;133500;BE;RUE ROYALE 146;BRUXELLES;1000;;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=949700617&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999793939;CENTRE FOR INTERNATIONAL INFORMATION AND DOCUMENTATION IN BARCELONA;CIDOB;REC;false;127575;ES;CALLE ELISABETS 12;BARCELONA;8001;www.cidob.org;ESG08824187;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999793939&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999529808;FORUM INTERNAZIONALE ED EUROPEO DI RICERCHE SULL'IMMIGRAZIONE;FIERI;REC;false;193460;IT;PIAZZA ARBARELLO 8;TORINO;10122;www.fieri.it;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999529808&projectId=770037&programId=31045243;;;;;;;
212376;770037;CEASEVAL;participant;999985708;UNIVERSITEIT VAN AMSTERDAM;UvA;HES;false;103213,75;NL;SPUI 21;AMSTERDAM;1012WX;www.uva.nl;NL003240782B01;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999985708&projectId=770037&programId=31045243;;;;;;;
212878;770730;ReSOMA;participant;998391513;PLATFORM FOR INTERNATIONAL COOPERATION ON UNDOCUMENTED MIGRANTS ASBL;PICUM;OTH;false;132250;BE;CONGRESSTRAAT 37 41 5;BRUSSEL;1000;http://www.picum.org/;BE0476219520;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=998391513&projectId=770730&programId=31045243;;;;;;;
212878;770730;ReSOMA;participant;999747670;CENTRE FOR EUROPEAN POLICY STUDIES;CEPS;REC;false;281069,81;BE;PLACE DU CONGRES 1;BRUXELLES;1000;www.ceps.eu;BE0424123986;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=999747670&projectId=770730&programId=31045243;;;;;;;
212878;770730;ReSOMA;participant;949717010;PLATE-FORME DES ONG EUROPEENNES DU SECTEUR SOCIAL AISBL;SOCIAL PLATFORM;OTH;false;112750;BE;SQUARE DE MEEUS 18;BRUXELLES;1050;;;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=949717010&projectId=770730&programId=31045243;;;;;;;
212878;770730;ReSOMA;coordinator;968823876;FONDAZIONE PER LE INIZIATIVE E LO STUDIO SULLA MULTIETNICITA' - ISMU;FONDAZIONE ISMU;REC;false;377006,44;IT;VIA COPERNICO 1;MILANO;20125;;IT04640070969;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=968823876&projectId=770730&programId=31045243;;;;;;;
212878;770730;ReSOMA;participant;996143926;EY ADVISORY SPA;EY;PRC;false;280000;IT;VIA MERAVIGLI 14;MILANO;20123;;IT13221390159;https://ec.europa.eu/research/participants/api/contact/indexcontactproject.html?pic=996143926&projectId=770730&programId=31045243;;;;;;;
